,4
Reclass from NYS C315 W5625;,1
Reclass from PZ3.R7435 So;,1
reclass from geneal Ag633a;,1
reclass from NJ W5207 E8128;,1
reclass from NJ P3805 P4553;,1
Reclass from F129.B7 B765;,1
Reclass from Geneal. Guides B6956;,1
Reclass from NYS V898 S8;,1
reclass from Queens Ar575;,1
reclass from L.I. B8765;,1
Reclass from NYS W89 W8915;,1
reclass from Vit Rec PA South Hermitage;,1
Reclass from NYS Sy81 C3865w;,1
reclass from Geneal. B29416p;,1
reclass from NJ M7528 M3638b;,1
Reclass from Arts A1 C9128;,1
reclass from Geneal. C5475m;,1
reclass from NJ R4368 C4984;,1
Reclass from LI P3855g c. 1;,1
Reclass from Geneal. P2475m;,1
Reclass from Geneal. W1345wd;,1
reclass from geneal. Os15c;,1
Reclass from GV875.B7 B67;,1
Reclass from PZ7 .Or85 H;,1
reclass from PZ3.B27 Kin;,1
Reclass from Geneal. Os135oa;,1
Reclass from R/A H8695;,1
Reclass from NYS Sp125;,1
Reclass from L.I. H29 H2935;,1
Reclass from PZ3.B27 Str;,1
reclass from Arts P7 R3417;,1
Reclass from Geneal. G? or A?;,1
Reclass from NYC W3455;,1
reclass from NYS G8755d;,1
Reclass from PZ3.P874 Gol;,1
Reclass from Fol. NYC N4203 8m;,1
reclass from Geneal. P4455d;,1
reclass from L.I. F51 Sh265;,1
Reclass from CT275.M383 T75 1891 c.2;,1
reclass from L.I. B11 F4535;,1
reclass from arts p7 k4185;,1
Reclass from NYS G83 H6295;,1
Reclass from Am Rev W6195;,1
Reclass from NJ J3335;,1
Reclass from BV4275 .S26 1829;,1
reclass from Arts D9 Se17;,1
Reclass from Geneal. CS71.S8382 1901;,1
Reclass from LI R1896s;,1
reclass from Census RhdIsl 1800a;,1
Reclass from PZ3 .B934 Lan;,1
reclass from NJ Un3005 C5795;,1
reclass from Arts G5 C2345 1928;,1
reclass from Geneal. Guides AL515h;,1
Reclass from Vault J6525;,1
reclass from Vital Records NJ Hackensack;,1
reclass from Census RhdIsl 1800b;,1
reclass from Arts B5 Sy44 1992;,1
reclass from bv636.b7 m47 1888;,1
Vit Rec MA Hudson;,1
Reclass from L I Sh44 M2965;,1
Reclass from R/A HE 4491 .L8 1857;,1
Reclass from NYS B63 H4345;,1
Reclass from F129.B7 H577 pt2 Box 9;,1
Reclass from Geneal. W6754we;,1
Reclass from NYS K618 W5215;,1
reclass from th7960.b76 r47 1857;,1
REclass from Am Rev B7335;,1
reclass from Census Oklahoma 1860;,1
reclass from NYS U17 H6295m;,1
Reclass from R/A H2405;,1
reclass from conserv. box C;,1
Reclass from Geneal. Coll. H2225 2d ed.;,1
Reclass from Geneal. Sh735s;,1
reclass from black hist M2415;,1
Reclass from Geneal. SI478s;,1
reclass from geneal AL 223a;,1
Reclass from NYC Sch635;,1
Reclass from NYS N4207 N4207;,1
Reclass from NYS C59 C5615;,1
Reclass from UF533 .W5 1863;,1
reclass from geneal H1375dh (Index);,1
reclass from geneal. T6295t;,1
Reclass from Geneal. W6618wij 1858;,1
reclass from Census NewHamp 1820;,1
Reclass from NYC Sm5505g;,1
reclass from NYS Ar665;,1
reclass from Geneal. H1405cj;,1
reclass from L.I. C67 B1895;,1
reclass from NYS M7665 M2255;,1
Reclass from Geneal. Coll. C7184 v.2;,1
reclass from L.I. F51 An275;,1
Reclass from Amer. Rev. R3565;,1
Reclass from geneal. W1715ad;,1
reclass from Folio NJ Un35bb;,1
Reclass from D22.P6;,1
reclass from geneal. H1555m 2nd Ser.;,1
Reclass from Vault Ac275;,1
reclass from L.I.H92 T8525;,1
reclass from NYS P861 W8505;,1
Reclass from Geneal. Sh875s;,1
reclass from L.I. H4455L;,1
Reclass from Geneal. St481sm;,1
Reclass from NYS W522 Sh555;,1
Reclass from CS71.B674 1989;,1
Reclass from NYS Sy81 N8185;,1
Reclass from CS71.C453 1855;,1
reclass from Vit. Rec. NYS Kneeskern's Dorf;,1
reclass from NJ Sch6503 M6968n;,1
Reclass from Upstairs F129.B7 O35 1863;,1
reclass from geneal. Av371ae 1898;,1
Reclass from NYS T19 H1695;,1
Reclass from PZ3.R217 Tre 1884;,1
reclass from E595.M7 D45 1997;,1
Reclass from NYC Su715wb 10th ed.;,1
reclass from NJ L8507;,1
Reclass from Am Rev L5 V3685;,1
Reclass from Census SoCarol 1790;,1
reclass from NJ P2659 W5874 vol.1;,1
Reclass from CS71.F538 1902;,1
reclass from Geneal. An187ah;,1
Reclass from TJ823.P7;,1
Reclass from NYC AL273;,1
Reclass from Geneal. P3805j;,1
Reclass from NYS Ad47 C2395;,1
Reclass from Black Hist. D2905;,1
reclass from NJ F8763 M7526;,1
Reclass from Black Hist. B4545;,1
Reclass from Geneal. B2811r;,1
Reclass from Vault Ab875;,1
reclass from geneal. Si395f;,1
Reclass from Geneal B2751c;,1
reclass from Vit. Rec. NJ Passaic Co.;,1
reclass from NYS Y80 R2595;,1
Reclass from Geneal. St268b;,1
Reclass from Geneal. St471hr v.1;,1
Reclass from Vit Rec NYS Wayne Co.;,1
reclass from NYS F6415hi vol.6;,1
Reclass from Geneal. P3535h;,1
reclass from PZ3.V288 Mus;,1
reclass from LI Or4 F8885;,1
reclass from NYS N4207 St595;,1
Reclass from Geneal. Sh555h;,1
reclass from Geneal. W1477wa;,1
reclass from NYS R58 R5865pb;,1
Reclass from CS71.B986 1982a;,1
reclass from NYC H665;,1
reclass from PZ3.R739 Nei;,1
reclass from NJ Or1002 W6327t;,1
reclass from NYS W522 Sp665;,1
reclass from Geneal. B3143g;,1
reclass from NYS G8755w;,1
Reclass from Sm615s;,1
Reclass from HQ1256.N7 H47 1839;,1
Reclass from Geneal B1311b;,1
reclass from L.I. Su295r v.4;,1
Reclass from Geneal. P2772b;,1
reclass from Vault N2275;,1
Reclass from CS71.C487 1904a;,1
Reclass from NYS W52 M1325;,1
reclass from Vital Records NYS Westport;,1
Reclass from NYS B3525;,1
Reclass TT320.M43;,1
reclass from L.I. B76 H3513;,1
Reclass from Geneal. Sp374s;,1
Reclass from Geneal. Coll. Sa925 Errata;,1
Reclass from Geneal. P8715v;,1
Reclass from CS71.C787 1975;,1
Reclass from PN6101.D38 1918;,1
Reclass from PZ7.S1767;,1
Reclass from NYS G28 W6765;,1
Reclass from Conserv. Box C TD345.M33 R47 1852;,1
Reclass from Geneal. W6754wh;,1
Reclass from Geneal. O555t;,1
Reclass from Geneal. Sm583b;,1
Reclass from Upstairs HS539 .B76 A48 1917;,1
Reclass from Geneal. W1525g;,1
reclass from Vault Su815c;,1
reclass from Vit. Rec. NYS Milltown;,1
reclass from Vault On15;,1
Reclass from Geneal. Sn925p;,1
Reclass from Upstairs BS465 .B87;,1
reclass from NJ Ir804 V5324;,1
Reclass from PM599.T78 1871;,1
Reclass from HF5465 .S5;,1
Reclass from Geneal. Coll. P3655 v.1;,1
Reclass from NYS Sa23 M2565b;,1
Reclass from Am Rev O5 B9555;,1
Reclass from NYS H87 M1905;,1
reclass from NJ T7243 H1435;,1
Reclass from Upstairs Geneal. Sm617se;,1
reclass from VA70.B7 A2 1882;,1
Reclass from geneal. P4195hp;,1
Reclass from BX9223 .M43 1813;,1
Reclass from PZ3 .E1387 B;,1
reclass from u.s. col. hist. H1585;,1
reclass from JK271.R7;,1
reclass from F129.B7 J83p 1959;,1
Reclass from Am Rev N5935;,1
reclass from NJ P6913 M8187;,1
Reclass from FOL NYC F6295;,1
reclass from NYC W5825;,1
Reclass from Geneal. H1665s;,1
Reclass from Geneal. M7455B;,1
Reclass from Geneal B8165r;,1
Reclass from TD225.B76 T74 1855;,1
Reclass from CS71.C466 1990;,1
Reclass Z731.A76;,1
Reclass from CS71.G242 1992;,1
reclass from CS71.C279 1881;,1
Reclass from NYS K618 L9325;,1
Reclass from Geneal. Coll. P6865 v.2;,1
Reclass from Geneal. P2199peh;,1
Reclass from NYS Sa725 So895;,1
reclass from Vit Rec NYS Tryon Co.;,1
Reclass from Arts D1 Ea755h;,1
Reclass from Vault P1655L;,1
Reclass from NYS On8 C4365;,1
Reclass from NA7206 .B96p 1911;,1
Reclass from Geneal. F1517tf;,1
Geneal. B7111b;,1
reclass from Geneal. Sk333s 1894;,1
Reclass from NYS Ox2 G1395;,1
Reclass from Geneal. Sk333sk;,1
Reclass from Geneal. H1375dh;,1
Reclass from Vault P1655r;,1
reclass from Black Hist. R7335;,1
Reclass from Geneal. W6618wij 1913;,1
reclass from Vit Rec NYS Otsego Co.;,1
Reclass from R/A T5345;,1
reclass from Vit Rec NYS Chestnut Ridge;,1
Reclass from Amer. Rev. K1285;,1
Reclass from Geneal. Sh474sfc;,1
Reclass from Am Rev R7245;,1
Reclass from Geneal. H1541d;,1
reclass from Am. Rev. N2129;,1
reclass from NJ EL488 M2728;,1
Reclass from L I Sa18 In25;,1
Reclass from Geneal. Sm515pr;,1
reclass from PZ3.H113 Som;,1
reclass from NJ Sa3203 P2776;,1
Reclass from NYC B4465;,1
Reclass from BX7255.B76 P62;,1
Reclass from PN6101 .M67 1873;,1
reclass from NJ G8555 J9635;,1
Reclass from Vault Q385;,1
reclass from Arts C5 M1325;,1
reclass from geneal. J7103jc;,1
reclass from Arts D5 C334a;,1
reclass from Geneal. P8425t;,1
Reclass from PZ3.B27 Lov 1891;,1
Reclass from NJ B6235 Sh584;,1
reclass from CS71.C335 1898;,1
reclass from Arts D3 G1928;,1
Reclass from LI F9805;,1
Reclass from Folio Vault H1275;,1
Reclass from NYS Sy81 F5195;,1
reclass from f129.b7 d5;,1
Reclass from NYS W5823b;,1
Reclass from NJ G5182 C9585;,1
Reclass from Ref E159.N343 1975;,1
reclass from NYS D2315d;,1
Reclass from NJ N4203 M1375;,1
reclass from CS71.A74 1885;,1
Reclass from Vault M4535;,1
Reclass from NYS T17 SL255;,1
Reclass from Arts D4 H7775;,1
reclass from NJ W2515 B2733;,1
Reclass from Vault D6365;,1
reclass from NJ M6297 C8192h;,1
Reclass from L I Is4 H8395;,1
Reclass from NYS It3 K5835;,1
reclass from US Col. Hist. O2355 18th c. v.3;,1
Reclass from NYS Or4 B4645;,1
reclass from Census NewYork 1860 South;,1
reclass from Geneal. P4455pw;,1
Reclass from Arts D3 Ac575w;,1
Reclass from Fol. Arts A4 M2885;,1
reclass from NJ So5403 M5634;,1
Reclass from NJ G5182 C8443gc;,1
Reclass from Vault C6735;,1
reclass from NYS Am88 Am885b;,1
reclass from folio Vault N4208cc 1786;,1
reclass from L.I. F9595Le;,1
Reclass from Geneal. H1272b;,1
reclass from Queens L8508;,1
Reclass from Vit Rec NYS South Gilboa;,1
reclass from Geneal. So931d;,1
Reclass from NJ B7333;,1
Reclass from JV6624.E45;,1
reclass from Geneal. Ax785a;,1
Reclass from Arts D1 Eb375pa;,1
reclass from geneal AL531h;,1
Reclass from Arts A1 C4645;,1
Reclass from Am Rev L5 C1305;,1
Reclass from Vault W5965 Pass 1871;,1
Reclass from Geneal. W6755r;,1
Reclass from Coll. Biog. B9555;,1
reclass from PZ3.R739 Un;,1
reclass from Geneal. Ar231ar;,1
Reclass from Geneal. B38972b;,1
Reclass from Geneal. P2191p;,1
reclass from Vit. Rec. NJ Park Ridge;,1
Reclass from NJ T6185;,1
reclass from L.I. M7625;,1
Reclass from PZ3 .B985 Be;,1
Reclass from NYS R58 67625;,1
Reclass from geneal. P93315d;,1
Reclass from Vault C7667 1785;,1
Reclass from NYS L995 F5315;,1
Reclass from NYC M1965;,1
reclass from NYC St625;,1
reclass from NYC M6943;,1
Reclass from NYS L58 H8145;,1
Reclass from NYC K6285;,1
Reclass from Geneal. P3955L;,1
reclass from M7415;,1
reclass from closed stack Fol. F129.B7B753 1916;,1
Reclass from GV865.D83 .A36;,1
Reclass from Geneal. Coll. R7657 v.2;,1
Reclass from BX5980.B7 A66 1869;,1
Reclass from NYS C59 H9145;,1
reclass from geneal. P1615w;,1
Reclass from NYS7235;,1
reclass from NYS M664 T9215;,1
Geneal. Coll. K5855 v.2;,1
Reclass from Geneal. SL525h;,1
reclass from PZ3.B674 Li;,1
reclass from Fol. TH7703.D53 1982;,1
Reclass from FOL NYC M5675;,1
Reclass from Geneal. P6975cpj;,1
Reclass from Arts D4 Or55e;,1
Reclass from NYS T723 T3635;,1
reclass from geneal Ab765a;,1
Reclass from Arts A4 St245;,1
reclass from NJ EL488 OL175;,1
reclass from geneal. At541a;,1
Reclass from Geneal. Sm689s;,1
reclass from NJ B6654 D2983t;,1
reclass from Geneal. Al531sab;,1
Reclass from Fol. Arts S5 T9305;,1
Reclass from Vault D3995;,1
reclass from geneal. V3175b;,1
reclass from FOL NYS K618 K6185r;,1
Reclass from Geneal. P8515bn;,1
reclass from NJ M8644 H4393;,1
reclass F129.I75 H38 1996;,1
reclass from NJ W1892 K1333;,1
Reclass from Geneal P2935p;,1
Reclass from Am Rev L1195;,1
Reclass from Vault Ir85c;,1
reclass from vit rec nys rensselaer co.;,1
reclass from Fol. JK171.A1 F53p 1788;,1
reclass from NJ H2248;,1
Reclass from RA982.B76 H88 1859;,1
Reclass from R/A D1438;,1
Reclass from Geneal. Coll. F2295 1964;,1
Reclass from Geneal. St625c;,1
special collections reclass from Fol. ND207.B76 1872 c.1;,1
Reclass from R/A M6945 1902;,1
Reclass from Geneal. H1405htp;,1
Reclass from Am Rev St715;,1
Reclass from TD225.B76 C65 1859;,1
Reclass from geneal. P8335jsl;,1
Reclass from NYS H87 Sh315;,1
Reclass from Vault G1385ln;,1
reclass from PZ3.B832 Fro;,1
reclass from Geneal. B3431s;,1
Reclass from NYS C78 P5525;,1
reclass from NYC G3125;,1
reclass from NYS F75 D5605;,1
reclass from NJ H5597 W8685;,1
Reclass from Geneal. Si575s;,1
reclass from NJ B4167 Ab263;,1
reclass NYS L4765ne;,1
Reclass from Geneal. St8185f;,1
Reclass from FOL NYC B8135o 1917;,1
Reclass from Vit Rec NYS Grahamsville;,1
Reclass from Vault M1397;,1
reclass from PZ3.B729 Rin;,1
Reclass Q11.S6612;,1
reclass from PZ3 .F629 Mi2;,1
Reclass from R/A St895;,1
Reclass from PZ3 .G821 Mil;,1
Reclass from Geneal. St491kg;,1
reclass from Arts D4 M1745;,1
Reclass from NYS M831 G4705;,1
Reclass from NYC L1315;,1
Reclass from geneal. Sh868s;,1
reclass from NJ Sh8506 C4616;,1
Reclass Z6027.N5 W7;,1
Reclass from Fol. CT275.B4665 C76 1960;,1
Reclass from Geneal. Sm637s;,1
Reclass from Am Rev M3645;,1
reclass from Arts D4 B7685;,1
Reclass from PN6101 .V36 1904;,1
Reclass from Upstairs AG105 .H69 1882;,1
Reclass from Am Rev O5 W3675;,1
reclass from bx9515.c67 1897;,1
reclass from CS71.W616 1907;,1
Reclass from L I So88 W5805 1881;,1
Reclass from R/A TH9505.B76 S57 1882;,1
Reclass from CS71.H63 1982;,1
reclass from NYS K618 K6185d;,1
Reclass from ML2400 .P33p 1859;,1
reclass from Arts P4 M2495;,1
Reclass from Vit Rec NYS Guilford;,1
Reclass from NYS N514 M4415;,1
reclass from NJ Sh2404 St4504;,1
Reclass from Black Hist. Q275;,1
reclass from CS71.G954 1891;,1
Reclass from Geneal. CS71.B1182 1978;,1
Reclass from Geneal. Coll. W5995 1862;,1
reclass from AM141 .K41;,1
Reclass from NYC W8885;,1
Reclass from NYC Sch285;,1
Reclass from PZ3 .M341 To;,1
Reclass from Am Rev O5 C4495;,1
reclass from Geneal. An261w;,1
Reclass from LI Ea77 H9275;,1
Reclass from Geneal C5487c;,1
Reclass from Arts A4 M8345;,1
reclass from CS71.S9225 1995;,1
Reclass from Vault N4208cch 1801;,1
Reclass from Amer. Rev. C6565;,1
Reclass from Fol. Arts A4 G2645;,1
Reclass from Geneal. M3575b;,1
reclass from NYS AL13 Pr9415;,1
Reclass from Fol. F129.B7 K57;,1
reclass from F129.B7 R53;,1
Reclass from Am Rev Sa135;,1
reclass from Geneal. B3185b;,1
Reclass from Am Rev O5 N8245;,1
reclass from geneal. Ab204f 1st ed.;,1
reclass from F127.S9 L28 1900;,1
reclass from NYS AL13 H6255;,1
reclass from Closed Stack CT 275.B655 A3;,1
reclass from Geneal. H1665w;,1
Reclass from HQ1426.W67;,1
reclass from Geneal. Sp235g;,1
Reclass from Upstairs HJ2050.R2 K5 1888;,1
Reclass from Geneal. H14055eb;,1
reclass from bx7731 .e98 1871;,1
reclass from LC50.N58 A34p 1870;,1
reclass from Geneal. On855o;,1
reclass from NJ Or1002 F5195f;,1
reclass from Geneal. An635a;,1
reclass from Geneal. Guides J6975;,1
reclass from Queens Se365s;,1
Reclass from Geneal. P4145pt;,1
reclass from R/A N4208co;,1
Reclass from NYS N514 H7245;,1
Reclass from E472.18 .W373 1862;,1
reclass from NJ C1277 B4597;,1
reclass from bx6480.B76 s77 1877;,1
Reclass from HE553 .A43;,1
reclass from NYS W89 F6465;,1
reclass from Geneal. P2235c;,1
Reclass from Fol. Arts A1 L6265;,1
reclass from geneal. P2465p;,1
Reclass from Geneal. AL895a;,1
reclass from NYS W52 W8585;,1
Reclass from Am Rev H9125;,1
Reclass from Geneal. P6975fp;,1
Reclass from Geneal. N7895n;,1
reclass from NYS W367 C5485;,1
Reclass from Upstairs BV353.J65 L44 1857;,1
Reclass from Vault L5105a;,1
Reclass from Geneal. W1473jm;,1
reclass from NJ En358 H3677;,1
reclass from Arts B5 R1405m;,1
reclass from Arts D4 Sa145;,1
reclass from geneal OL455j;,1
reclass from Vault F88451;,1
reclass from Geneal. B3753d;,1
Reclass SF355.U5.R6;,1
Reclass from PZ3 .M616 Q;,1
reclass from Vault M9645;,1
reclass from NJ Sa3204 J6366;,1
reclass from NYC B7225 1981;,1
Reclass from Geneal P3115m;,1
reclass from NYS M5765;,1
Reclass from Am Rev H5355;,1
reclass from CS71 .C238 1929;,1
Reclass from Am Rev F3455;,1
Reclass from Geneal. P8115s;,1
Reclass from CS71 .W472 1973a;,1
reclass from Arts P4 M3445;,1
reclass from Geneal. So555m;,1
reclass from Fol. Geneal. Guides M6295;,1
Reclass from Geneal. Or355m;,1
Reclass from Geneal. St491s;,1
Reclass from Geneal. P3485f;,1
reclass from Arts P4 C1175s;,1
Reclass from Geneal. St282s;,1
reclass from CS71.C128;,1
Reclass from Geneal. Sh445w;,1
reclass from geneal. Si112s;,1
reclass from geneal Ad176a;,1
reclass from geneal. O;,1
Reclass from Geneal. P2587pw;,1
reclass from Geneal. W1475qu;,1
Reclass from NYS M6165;,1
reclass from US Col. Hist. P9425;,1
Reclass from Am Rev F5325;,1
reclass from geneal AL541a;,1
Reclass from Geneal sp185b;,1
Reclass from Geneal C5498c;,1
reclass from Os95 C7525;,1
reclass from BX4810.P76 1914;,1
Reclass from LI AL155;,1
Reclass from REf UN35mr;,1
reclass from arts s5 w1585;,1
Reclass from NJ Si622;,1
Reclass from Geneal. P9495e;,1
reclass from PZ3.C355 Com;,1
Reclass from NYS EL5 H3385;,1
reclass from NYC F9145;,1
Reclass from PN6101 .W55 1926;,1
reclass from BV395.A52 1894;,1
Reclass from Arts B5 G4165g;,1
reclass from geneal. B1715bul;,1
Reclass from Geneal. Sh645br;,1
Reclass from Geneal. St26250;,1
Reclass from CS71.C466 1893;,1
Reclass from Arts D1 P4635;,1
Reclass from NYS B215 P3655;,1
reclass from Fol. Arts P4 L5105c;,1
Reclass from NJ M7528 St898b;,1
Reclass from Geneal. Coll. M1995 v.7;,1
Reclass from NYS AL13 D1945;,1
Reclass from CS71.C487 1968;,1
Reclass from KFX1164 .T6p;,1
Reclass from TX165.N4 1942-43;,1
Reclass Z1318.B7 R63;,1
Reclass from Geneal. P8515sj;,1
Reclass from Fol. NA707.W93p 1963;,1
Reclass from Geneal C5552c 1885;,1
reclass from NJ R9334 F5195;,1
reclass from geneal AL211at;,1
Reclass from Geneal. P9315pb;,1
Reclass from NYC M3638;,1
reclass from geneal. B2212b;,1
Reclass from NYS F53 W5215;,1
Reclass from NYC C8325;,1
reclass from CS71.C28 1893;,1
reclass from r/a he578.N58 S552 1878;,1
Reclass from Geneal. Sh572s;,1
Reclass from Geneal. Coll. H2317;,1
Reclass from Vault B7915c;,1
Reclass from CS71.N937 1987 v.2;,1
reclass from Arts C5 B8915;,1
reclass from NYC Ad47 Sy575;,1
Reclass from US Col. Hist. G9885;,1
reclass from NJ Oc2005 Os1003;,1
Reclass from CS71.M4696 1984 v.2;,1
Reclass from PZ3 .F755 Lov;,1
reclass from ra982.n5 c37 1910;,1
Reclass fromNYC Sm5505g;,1
reclass from Census Georgia 1820;,1
reclass NYC G3127;,1
Reclass from NYC K5805;,1
reclass from E263.M3 N3;,1
reclass from Closed Stack SB317.9 G7 1853;,1
reclass from NYC H2455 copy 1;,1
Reclass from US Col. Hist. R7245;,1
Reclass from NYS R59 D2655;,1
reclass from NYS W58 Sa225;,1
reclass from CS71.C19 1956;,1
Reclass from NYS W521 Un355;,1
reclass from Arts B5 P3825pr;,1
Reclass from PN6101.F24 H45 1970;,1
Reclass from NYS C65 M9275;,1
Reclass from Geneal B2655a;,1
Reclass from Vit Rec NYS Springfield Ctr.;,1
Reclass from Amer. Rev. L5 St895;,1
reclass from Geneal. An255t;,1
Reclass from Vault F8305;,1
Reclass from F129.B7 H577 pt.1 Box 9;,1
Reclass from NYS Or1 R9385;,1
reclass from Geneal. Ar231am;,1
reclass from E184.H9 H35;,1
Reclass from Geneal P3115psh;,1
Reclass from R/A T6975;,1
Reclass from NYS St46 H1275;,1
reclass from NYS W52 C3335 Vol.2;,1
reclass from new box 19;,1
reclass from Geneal. P9555p;,1
Reclass from Fol. HG2613.B7 E3 1943;,1
Reclass from Geneal. W6754f;,1
reclass from Geneal. J7103jme 1st ed.;,1
Reclass from Arts B5 L3545s;,1
Reclass from Geneal P2845pe;,1
reclass from NYC H1175;,1
reclass from NJ P2733 Se2305;,1
Reclass from CS71.C19 1929;,1
Reclass CS71.C279 1915;,1
reclass from F129.7 .P76 1956;,1
Reclass from Geneal. Ad171st on card;,1
reclass from PZ3.H797 Col;,1
reclass from NYS On3 Se235;,1
reclass from Vit Rec TN Washington Co.;,1
Reclass BM198.M52;,1
reclass from NJ T7243 T3847;,1
reclass from Vit Rec NYS Tarrytown;,1
Reclass from Arts A4 Em195e;,1
Reclass from Arts D1 So775 1994;,1
Reclass from L.I. G5 1884;,1
reclass from NYS Sch63 Sch635;,1
reclass from Arts D3 D8887h;,1
reclass from NYS On6 On655;,1
Reclass from Z8471.4 .F5 1995;,1
reclass from NYC C4366;,1
Reclass from Geneal. Sh472sgL;,1
Reclass from BX9999.N54 S68 1894;,1
reclass from NJ M7528 B3925e;,1
reclass from geneal AL278b;,1
reclass from NJ N8115 D7208;,1
Reclass from Geneal. St155s;,1
Reclass from PZ3.B233 Mat;,1
Reclass from Geneal. W1528s;,1
Reclass Z1238.G4;,1
Reclass from NYC 6527;,1
reclass from geneal. P9295Lp;,1
Reclass from CS71.C277 1897;,1
reclass from black hist C6603;,1
Reclass from CS71.S89 1991;,1
reclass from Geneal. Sp222h;,1
reclass from PZ3.W66 Aut 1996;,1
Reclass from Geneal. W1425w;,1
Reclass from Vault G7985t;,1
Reclass from E457.8 .S85;,1
reclass from NJ M8315 Ir805;,1
Reclass from Z997.F54 1875;,1
Reclass from Conserv.;,1
reclass from NJ M5682 M3583;,1
Reclass Z6027.U5 U54;,1
reclass from Geneal. W1545b;,1
reclass from Arts A7 M636;,1
reclass from L.I. B3435;,1
reclass from Arts D4 N9795f;,1
reclass from geneal. Ot475m;,1
Reclass Z5703.4.M87.M14;,1
Reclass from Folio NYS P34 D1435;,1
Reclass from NYS G29 Se355;,1
reclass from NJ B4536 Un35bc;,1
Reclass from Fol. LI Su 29 Su 295;,1
Reclass from Geneal. Sh645k;,1
Reclass from Geneal. Sm515ho;,1
reclass from Geneal. St112sw;,1
Reclass from NYS N514 W6715;,1
reclass from geneal. P9356gp;,1
Reclass from Geneal. P8925m;,1
reclass from geneal. Or942f;,1
Reclass from Geneal. P6515b;,1
Reclass from REF Un35bl;,1
Reclass from Vit Rec NYS Roseboom;,1
reclass from NYS Al13 W8995 1866;,1
Reclass from Geneal P2845p 1915;,1
Reclass from NYS P34 H7895;,1
Reclass from Am Rev N4175;,1
reclass from Fol. Arts A4 N4208;,1
Reclass from DA880.H6 M75;,1
Reclassed from Geneal. Sm515gr;,1
reclass from PZ3.B729 As;,1
recless from R/A P2935;,1
reclass from Am. Rev. F3275tw;,1
Reclass from Vault B6295;,1
reclass from S.I. D2995d;,1
reclass from Vit Rec NYS Camby;,1
Reclass from Geneal. P5445pv;,1
Reclass from HV4505 .W24;,1
"Reclass from Black Hist. M2275b, c.2;",1
