,5
N11832982,1
N11858709,1
6254506-10,1
N11776358,1
N11794421,1
N11805672,1
N11829668,1
N11803601,1
N11823735,1
N11832707,1
N11795727,1
N11814365,1
N11809843,1
N11833322,1
N11809909,1
N11825533,1
N11795029,1
N11860438,1
N11800951,1
N11799421,1
N11827105,1
N11826477,1
N11848923,1
N11806117,1
N11833761,1
N11813394,1
N11823103,1
N11814871,1
N11868904,1
N11811569,1
N11820118,1
N11784705,1
N11821532,1
N11831417,1
N11822814,1
N11824266,1
3292849-20,1
N11818563,1
N11835717,1
N11830252,1
N11820861,1
3625372-10,1
N11821229,1
N11814222,1
N11801816,1
N11815483,1
1541328-20,1
N11807730,1
N11772844,1
000027826,1
N11830223,1
7480280-10,1
N11820358,1
N11822313,1
N11833505,1
N11815101,1
N11816645,1
N11820056,1
N11859277,1
N11804569,1
N11794134,1
1748159-20,1
N11801124,1
N11818243,1
N11860721,1
N11802705,1
N11781117,1
N11785388,1
N11858666,1
N11857920,1
N11832377,1
701723-20,1
N11808041,1
000027582,1
N11868906,1
N11771862,1
N11830047,1
N11781046,1
N11815951,1
N11776968,1
N11805957,1
N11811113,1
N11782796,1
N11828510,1
N11865740,1
N11800831,1
N11816994,1
N11831089,1
14265000026586,1
N11810194,1
N11799074,1
N11774424,1
000028287,1
N11836696,1
N11864396,1
N11826101,1
709777-110,1
N11773048,1
N11860842,1
N11834179,1
N11829839,1
N11825827,1
N11828483,1
N11816124,1
N11829826,1
000028419,1
N11832071,1
N11812288,1
N11827049,1
N11807402,1
N11814572,1
N11824491,1
N11866190,1
N11816617,1
N11824028,1
N11799960,1
3220549-20,1
3439859-30,1
N11814787,1
N11856789,1
N11809608,1
N11777911,1
N11855323,1
000028248,1
N11819140,1
N11796333,1
N11822696,1
000028516,1
N11840702,1
N11857667,1
N11858603,1
N11861617,1
N11868828,1
N11831903,1
14265000030984,1
N11863195,1
N11866196,1
N11818579,1
N11861827,1
000027500,1
N11819891,1
N11804061,1
N11822794,1
N11830240,1
4155122-10,1
N11808602,1
N11787023,1
N11868897,1
N11799975,1
N11812153,1
N11824789,1
N11823606,1
N11793386,1
N11832412,1
N11795603,1
N11810281,1
610007-20,1
N11815047,1
N11824416,1
N11820102,1
N11817377,1
N11818862,1
N11809902,1
14265000027808,1
5837443-10,1
N11784610,1
N11821958,1
N11822879,1
N11828297,1
N11866330,1
2842203-50,1
N11801737,1
3444669-10,1
N11866598,1
N11790722,1
N11855754,1
N11852775,1
N11840769,1
N11823819,1
3557673-10,1
14265000019367,1
N11835709,1
N11833005,1
N11778144,1
N11812021,1
N11855119,1
N11834773,1
N11805463,1
N11811698,1
N11799657,1
N11802703,1
N11804146,1
N11860423,1
000028008,1
N11814152,1
N11831345,1
N11774154,1
N11819151,1
N11815079,1
000027560,1
N11811728,1
N11800221,1
14265000025562,1
N11781019,1
615147-20,1
N11818533,1
N11859385,1
14265000034093,1
748339-20,1
N11803650,1
N11818724,1
N11806864,1
N11809826,1
N11777631,1
N11770660,1
N11803572,1
1312776-30,1
753266-20,1
N11815875,1
N11782926,1
N11813561,1
N11798350,1
N11777858,1
N11794992,1
N11813871,1
4168071-10,1
N11799696,1
769759-205,1
N11828391,1
000032894,1
N11845087,1
N11827395,1
N11829202,1
N11804632,1
000027413,1
N11849580,1
1671953-20,1
2489119-30,1
N11836631,1
N11812031,1
N11811298,1
N11802906,1
N11804159,1
886604-30,1
N11825565,1
N11866706,1
N11808766,1
N11772834,1
N11822221,1
N11811484,1
N11821776,1
N11782509,1
N11835975,1
14265000021264,1
N11836604,1
N11819071,1
N11827160,1
N11799347,1
N11801995,1
N11783435,1
N11815524,1
N11803920,1
000027782,1
N11804307,1
N11833769,1
N11820066,1
N11860463,1
N11835188,1
N11824731,1
N11784574,1
N11834656,1
N11834410,1
N11825119,1
100255753-40,1
1299576-30,1
3623777-20,1
N11808127,1
N11803690,1
N11858023,1
000032918,1
2453113-60,1
N11813078,1
14265000033210,1
3410469-10,1
622214-20,1
N11860757,1
N11858046,1
N11795891,1
N11827706,1
N11870030,1
4490739-10,1
N11799602,1
709713-150,1
N11824774,1
N11836558,1
N11826922,1
N11774140,1
509457-10,1
000027604,1
N11828495,1
000028063,1
N11804171,1
N11829521,1
N11811137,1
N11801126,1
N11774338,1
511375-130,1
N11800442,1
N11802528,1
N11833559,1
N11820774,1
643935-40,1
N11815487,1
N11796389,1
N11808912,1
N11859262,1
6621715-10,1
N11829947,1
N11822065,1
N11835042,1
N11777992,1
726030-20,1
N11804163,1
N11793498,1
N11827454,1
N11831160,1
N11806153,1
N11830190,1
N11809734,1
N11844376,1
N11802627,1
N11808102,1
6050436-10,1
N11860054,1
14265000019193,1
N11821346,1
N11818562,1
N11855632,1
N11782945,1
N11826318,1
N11792515,1
N11776456,1
N11806193,1
N11859073,1
N11810144,1
N11821322,1
N11801094,1
N11855604,1
N11814693,1
N11818984,1
14265000028681,1
N11830100,1
N11801104,1
N11822797,1
N11805613,1
N11835248,1
N11773789,1
N11814638,1
N11782340,1
N11775864,1
N11800443,1
14265000020431,1
N11825132,1
N11844827,1
3438125-10,1
N11837037,1
N11819907,1
N11809377,1
N11825863,1
N11828958,1
N11813581,1
650592-20,1
N11783016,1
N11814930,1
N11779018,1
N11784149,1
N11824297,1
N11782175,1
N11858595,1
N11800081,1
N11836888,1
630052-20,1
N11804709,1
N11833377,1
722421-20,1
N11778301,1
N11845060,1
14265000023492,1
N11825660,1
3548089-20,1
N11800340,1
N11831408,1
N11804133,1
3251811-10,1
N11793452,1
713997-160,1
N11806594,1
4232714-30,1
N11832624,1
N11782626,1
N11796393,1
N11777161,1
1324225-20,1
1299395-20,1
N11833019,1
378422-20,1
N11804732,1
N11860127,1
N11803067,1
N11861678,1
N11770574,1
N11816252,1
N11801290,1
N11828913,1
N11873490,1
N11818662,1
N11823812,1
3597316-10,1
3438183-10,1
000028273,1
N11867872,1
1310427-30,1
N11833038,1
N11860670,1
N11865288,1
N11798914,1
N11814802,1
N11852374,1
N11812414,1
N11801101,1
N11807619,1
N11814321,1
N11805678,1
N11808292,1
N11802418,1
N11833479,1
1174486-20,1
N11829902,1
N11803321,1
14265000019821,1
N11803272,1
N11828723,1
N11777406,1
N11804442,1
N11793517,1
N11821081,1
N11855684,1
N11832625,1
611390-20,1
N11869849,1
N11797630,1
N11816161,1
N11819470,1
N11803225,1
N11852287,1
N11860812,1
N11815001,1
621708-20,1
N11777616,1
N11779454,1
610622-20,1
N11799018,1
N11861658,1
N11797549,1
N11826576,1
N11777695,1
N11852865,1
N11826368,1
N11848511,1
N11836228,1
417135-10,1
N11814771,1
N11823669,1
N11836185,1
N11825172,1
N11802957,1
N11821079,1
N11785400,1
N11808996,1
N11811820,1
N11852928,1
N11809198,1
N11828257,1
430706-30,1
3358625-10,1
N11821973,1
N11812340,1
3520462-10,1
610288-30,1
N11832413,1
N11777633,1
N11827091,1
1321239-20,1
329414-30,1
N11778764,1
N11866716,1
N11809804,1
N11820006,1
N11807617,1
N11840683,1
N11795899,1
N11817849,1
N11828886,1
N11802980,1
N11816038,1
1305641-20,1
N11782773,1
3242479-10,1
N11784216,1
N11823593,1
N11815097,1
N11821111,1
3341815-20,1
000028740,1
N11777474,1
N11819376,1
N11774011,1
4280783-10,1
3457037-10,1
N11802733,1
14265000033954,1
N11806409,1
N11821253,1
N11860024,1
N11810729,1
N11804636,1
N11807672,1
N11805876,1
N11794238,1
14265000025240,1
N11785301,1
N11830068,1
N11855678,1
N11828369,1
N11821469,1
N11831737,1
N11838964,1
N11833348,1
N11836137,1
N11811159,1
N11830326,1
N11800656,1
1510790-30,1
2421665-80,1
N11827358,1
N11868655,1
N11797615,1
N11794050,1
N11830137,1
N11778354,1
N11861752,1
N11799660,1
N11822269,1
721115-20,1
N11828867,1
N11827993,1
N11820802,1
N11830007,1
N11824726,1
N11867797,1
N11868734,1
N11790726,1
N11861157,1
14265000027105,1
N11830257,1
N11828755,1
3155024-30,1
N11836394,1
N11820996,1
N11816584,1
N11833669,1
N11806803,1
N11819708,1
N11803141,1
N11807911,1
N11856610,1
N11823608,1
N11799617,1
6344249-10,1
N11834191,1
N11855195,1
N11818087,1
N11819901,1
N11836249,1
N11810392,1
3435551-10,1
14265000031677,1
N11836845,1
N11814635,1
N11835632,1
N11779582,1
N11845058,1
N11806873,1
N11832415,1
N11777138,1
N11811811,1
N11825675,1
000028438,1
14265000030521,1
N11820191,1
N11845042,1
N11820840,1
N11855798,1
N11782197,1
N11807763,1
N11820104,1
N11813701,1
N11807802,1
N11822299,1
1293535-20,1
N11840562,1
N11859496,1
687950-30,1
4488465-10,1
N11803810,1
N11816777,1
N11821505,1
N11771853,1
N11815024,1
N11818408,1
N11813407,1
N11807869,1
N11814050,1
000028688,1
000028006,1
N11830318,1
N11777777,1
N11821971,1
N11828818,1
1089959-20,1
N11831745,1
N11808904,1
N11860855,1
N11855283,1
N11816968,1
N11785371,1
N11795468,1
N11824407,1
N11814842,1
N11815026,1
N11771984,1
N11793944,1
N11855319,1
N11807700,1
N11828977,1
N11863369,1
14265000026610,1
N11810933,1
N11812040,1
N11800336,1
14265000028343,1
N11836688,1
000028144,1
N11797291,1
N11821742,1
N11856544,1
N11860471,1
N11857036,1
N11806242,1
N11780246,1
N11806707,1
N11817279,1
N11859512,1
4192783-10,1
N11829501,1
N11834403,1
N11861387,1
N11804646,1
N11859374,1
N11815713,1
N11817874,1
000032889,1
N11805492,1
N11786949,1
N11803249,1
N11802457,1
610326-20,1
N11777775,1
N11814711,1
000033110,1
N11815760,1
1634631-20,1
000027484,1
N11860542,1
N11772100,1
N11831495,1
651010-20,1
000032882,1
507722-10,1
3557667-10,1
N11776981,1
000028328,1
N11869093,1
N11818864,1
N11773642,1
N11803208,1
N11808685,1
N11848669,1
N11821299,1
N11793428,1
N11861726,1
N11856423,1
N11805632,1
N11831740,1
N11861702,1
N11817128,1
14265000019029,1
N11836924,1
N11827829,1
000032768,1
N11806572,1
N11817479,1
N11804340,1
N11825089,1
N11803271,1
N11795361,1
N11870167,1
N11824314,1
N11807904,1
14265000018013,1
N11836129,1
N11793459,1
N11804878,1
14265000030885,1
N11815475,1
N11836346,1
N11775451,1
674502-20,1
N11797228,1
000027546,1
N11800809,1
N11848610,1
623517-40,1
N11828515,1
4200307-10,1
N11852405,1
635521-20,1
N11827999,1
N11815768,1
N11806881,1
N11859221,1
000028318,1
N11822183,1
635581-20,1
N11802472,1
N11796488,1
N11822089,1
N11803097,1
N11811911,1
N11859727,1
N11784475,1
713294-60,1
N11856814,1
N11793199,1
N11801993,1
N11826722,1
N11812028,1
N11783427,1
N11841179,1
330504-30,1
N11829353,1
N11819803,1
N11825276,1
N11865905,1
N11801092,1
N11832641,1
N11823004,1
378097-20,1
N11844915,1
N11859568,1
N11833376,1
N11860619,1
N11822202,1
N11844854,1
000027495,1
N11867627,1
N11827383,1
N11818495,1
000028604,1
14265000030992,1
N11795367,1
3503281-10,1
N11852769,1
N11859615,1
N11817766,1
N11803183,1
N11775727,1
N11809542,1
N11827828,1
N11800059,1
N11802865,1
443056-10,1
000028354,1
N11859730,1
N11869677,1
14265000020571,1
N11811197,1
N11808915,1
N11810206,1
N11798438,1
N11816966,1
N11836147,1
1560108-30,1
N11820789,1
N11813946,1
N11819862,1
N11793384,1
N11836474,1
N11825711,1
N11824085,1
3614192-10,1
N11795577,1
000027684,1
N11857919,1
000027548,1
N11803879,1
N11794522,1
N11858823,1
N11859455,1
000028473,1
N11822448,1
N11780571,1
N11807625,1
N11829721,1
N11831389,1
N11797128,1
14265000033335,1
000028493,1
N11840613,1
N11810939,1
N11811179,1
N11836380,1
N11774139,1
N11811826,1
N11824788,1
N11831313,1
N11827165,1
N11803150,1
N11810877,1
810527-50,1
N11800365,1
N11818595,1
N11775385,1
N11810098,1
670722-20,1
N11825725,1
N11840268,1
N11855655,1
4842344-10,1
N11829815,1
N11803736,1
N11804036,1
N11835156,1
1594738-40,1
N11814952,1
N11852864,1
N11793350,1
N11798807,1
714399-20,1
N11793930,1
N11820610,1
4280878-10,1
N11806283,1
14265000029895,1
N11777507,1
N11825618,1
14265000031438,1
N11836407,1
000028304,1
N11829851,1
3155469-20,1
N11797343,1
N11856245,1
N11834991,1
N11840773,1
N11804204,1
000027656,1
N11812263,1
N11828973,1
4259062-10,1
000028163,1
N11829840,1
N11836264,1
N11816408,1
N11778901,1
N11801645,1
N11798106,1
N11777417,1
N11815074,1
N11779849,1
N11818916,1
N11814437,1
N11807843,1
14265000019417,1
N11827148,1
N11825864,1
N11836079,1
N11784565,1
N11831998,1
2445846-40,1
N11807477,1
N11791303,1
N11844690,1
N11800838,1
N11802727,1
N11848908,1
N11815559,1
14265000031503,1
N11819856,1
N11794612,1
N11804372,1
14265000024409,1
N11796997,1
3158024-20,1
N11855395,1
2941833-40,1
N11774332,1
5893639-10,1
N11804023,1
N11826652,1
N11830477,1
N11836485,1
N11811717,1
N11814901,1
N11809760,1
N11814578,1
N11826866,1
N11819248,1
N11804228,1
4538121-10,1
N11836740,1
000027452,1
N11777700,1
N11802581,1
000027868,1
N11805915,1
3364963-30,1
N11806777,1
N11836108,1
N11776348,1
N11782956,1
N11773117,1
N11827057,1
N11799353,1
N11825883,1
N11824599,1
N11861692,1
N11832383,1
14265000031776,1
N11859304,1
N11824730,1
N11820187,1
14265000027717,1
N11825159,1
N11818094,1
N11844993,1
N11812666,1
683053-20,1
2463685-30,1
697918-20,1
N11860400,1
14265000029275,1
N11811522,1
N11795570,1
N11831895,1
N11803927,1
N11793900,1
N11800883,1
N11806131,1
N11811403,1
N11857825,1
N11812095,1
N11844703,1
N11782849,1
3410878-20,1
N11860571,1
N11823694,1
14265000029036,1
14265000022783,1
N11800803,1
N11814933,1
N11836186,1
N11801270,1
N11836405,1
N11858374,1
N11825171,1
4314396-10,1
14265000034408,1
1138053-30,1
N11793445,1
N11831977,1
N11797677,1
N11797685,1
N11807992,1
N11868202,1
N11803513,1
N11856313,1
N11858347,1
6321100-10,1
N11826131,1
N11829881,1
N11794686,1
N11799614,1
N11828541,1
N11795176,1
1295448-30,1
N11832433,1
N11803938,1
557131-20,1
N11800013,1
N11806792,1
N11806204,1
N11868616,1
N11826378,1
4263234-10,1
1559964-30,1
N11811865,1
686307-40,1
N11771999,1
N11798146,1
N11812959,1
N11811243,1
N11806723,1
N11819297,1
N11819006,1
N11804348,1
N11817989,1
N11807598,1
N11817486,1
N11860034,1
N11821278,1
N11818586,1
N11786990,1
N11798580,1
N11861462,1
N11783000,1
N11824482,1
N11861419,1
N11827180,1
N11811957,1
N11856444,1
3129777-20,1
N11814660,1
N11803219,1
N11821817,1
630053-20,1
N11803376,1
N11875120,1
N11817615,1
N11775324,1
N11852839,1
N11802376,1
N11819431,1
N11783999,1
N11775664,1
N11832537,1
N11825477,1
N11778572,1
1459093-30,1
N11817106,1
N11830157,1
N11848634,1
N11837107,1
420520-290,1
N11856574,1
N11856813,1
N11807501,1
N11813351,1
000027623,1
N11774389,1
N11805654,1
N11819150,1
N11859366,1
N11814582,1
N11831019,1
14265000030166,1
N11861293,1
N11803424,1
14265000030505,1
N11826818,1
N11859915,1
N11836690,1
N11861852,1
N11821273,1
N11825983,1
N11861938,1
N11836427,1
14265000031339,1
N11809747,1
N11777443,1
N11814229,1
N11831454,1
N11820129,1
14265000020423,1
N11802888,1
N11832435,1
N11819927,1
N11784389,1
5014735-10,1
N11811277,1
611445-20,1
N11819270,1
N11844856,1
N11804312,1
14265000018146,1
N11808684,1
N11814538,1
1195457-20,1
N11813665,1
N11845011,1
N11807050,1
N11856907,1
N11811061,1
699397-20,1
N11820180,1
N11832906,1
N11834505,1
N11860421,1
N11779119,1
N11821711,1
620548-20,1
N11818173,1
N11775870,1
N11858712,1
N11822261,1
N11773522,1
14265000032840,1
N11776920,1
1324582-20,1
N11803040,1
N11829364,1
N11848643,1
N11866803,1
000032921,1
N11833016,1
N11804083,1
N11799759,1
N11801008,1
N11800979,1
N11804576,1
N11828837,1
N11774392,1
N11815702,1
N11807819,1
3224294-10,1
N11808082,1
N11778896,1
N11814859,1
000027775,1
N11805637,1
N11803251,1
N11831439,1
000028226,1
N11814803,1
5746205-10,1
000028005,1
N11860574,1
N11858229,1
N11810837,1
N11783434,1
N11823800,1
N11779503,1
14265000024698,1
N11834287,1
N11814166,1
918281-50,1
N11858711,1
N11804924,1
N11835119,1
N11800683,1
N11792541,1
N11815371,1
N11863143,1
N11826410,1
N11798930,1
N11855351,1
N11836890,1
N11808728,1
N11778989,1
N11825255,1
N11771889,1
N11816803,1
N11833777,1
N11804470,1
N11836555,1
N11825094,1
3525553-10,1
N11784248,1
N11820780,1
N11868845,1
4145218-10,1
14265000029358,1
N11849043,1
N11837041,1
14265000034218,1
N11800469,1
000028602,1
N11852923,1
N11811746,1
N11811300,1
N11814855,1
2285083-20,1
14265000026040,1
3064927-20,1
N11799475,1
14265000031487,1
N11799327,1
000028137,1
N11779166,1
N11868490,1
N11840884,1
N11823167,1
N11829282,1
N11803313,1
1388841-30,1
N11806427,1
N11849091,1
N11815778,1
N11820155,1
N11777326,1
1326851-20,1
N11812076,1
N11833724,1
N11849034,1
N11838369,1
N11775689,1
N11800260,1
N11794044,1
N11804346,1
N11810927,1
N11833066,1
N11858803,1
N11802593,1
N11814732,1
N11825601,1
N11812748,1
4212928-20,1
N11829059,1
N11776454,1
N11805856,1
N11824822,1
N11774333,1
N11833601,1
N11833786,1
611556-20,1
N11792899,1
N11803419,1
N11835345,1
N11801113,1
N11836397,1
N11804389,1
N11794918,1
N11814478,1
N11822757,1
N11821786,1
N11829929,1
N11855607,1
000032975,1
N11809643,1
508101-120,1
4070972-10,1
N11833594,1
N11809568,1
N11809938,1
N11819295,1
N11777464,1
N11811054,1
14265000027824,1
14265000021108,1
N11811714,1
N11859697,1
N11834857,1
4994863-10,1
N11817945,1
N11861541,1
N11828008,1
N11857167,1
609948-20,1
N11868672,1
4376525-10,1
N11852442,1
N11805165,1
N11804264,1
N11802881,1
N11811679,1
000032922,1
5936966-10,1
N11811302,1
N11826709,1
N11828993,1
N11776195,1
N11821794,1
N11822311,1
000027817,1
N11794790,1
N11840967,1
N11795494,1
000027942,1
N11832420,1
N11817637,1
N11830489,1
N11803029,1
N11855145,1
N11784232,1
N11821888,1
N11829746,1
N11812468,1
000027642,1
N11816255,1
N11801719,1
N11859472,1
14265000021215,1
671300-20,1
N11833630,1
610801-20,1
N11803558,1
636377-20,1
N11809680,1
N11828851,1
N11806443,1
N11831659,1
N11808007,1
N11821666,1
N11845095,1
000028717,1
N11859071,1
N11818874,1
N11813508,1
N11814497,1
N11818376,1
N11824600,1
N11861636,1
N11858073,1
N11856558,1
14265000029804,1
N11854161,1
610050-20,1
N11856431,1
N11826052,1
N11802547,1
610780-20,1
N11792526,1
14265000021694,1
N11860804,1
14265000018138,1
1286108-30,1
N11821816,1
N11794868,1
N11819363,1
N11772931,1
N11858083,1
N11811640,1
N11829750,1
N11823642,1
N11800903,1
N11820396,1
N11811051,1
N11775363,1
508641-10,1
N11792464,1
N11811204,1
3191475-20,1
N11813870,1
N11798238,1
14265000019086,1
N11824396,1
416824-20,1
N11829115,1
N11820077,1
N11811761,1
N11823616,1
4321910-10,1
N11859464,1
N11783931,1
N11806402,1
N11808017,1
N11804115,1
N11868694,1
N11812146,1
5064052-10,1
000027464,1
N11826048,1
N11829917,1
N11834310,1
N11810742,1
N11808062,1
N11831645,1
N11804126,1
N11835192,1
N11808753,1
N11832534,1
N11786963,1
N11812458,1
N11860270,1
610601-20,1
N11794897,1
N11829549,1
N11820389,1
N11805532,1
N11795033,1
N11829994,1
N11826377,1
N11861667,1
N11836585,1
N11868602,1
N11800493,1
N11794913,1
14265000033582,1
000028711,1
N11857741,1
000027557,1
N11848980,1
N11803538,1
N11801087,1
N11859107,1
N11800148,1
N11829670,1
N11797557,1
N11802601,1
N11858934,1
N11855629,1
723238-20,1
N11803187,1
N11858027,1
N11782176,1
N11869767,1
N11832349,1
N11825836,1
4953133-10,1
N11794672,1
N11775364,1
N11815687,1
N11858108,1
000028136,1
N11794184,1
6613960-30,1
N11807103,1
N11829196,1
N11861932,1
N11802873,1
N11849483,1
N11829109,1
N11814332,1
N11836306,1
N11805484,1
N11856213,1
N11775822,1
N11827153,1
N11803152,1
N11787017,1
N11836993,1
N11821731,1
N11798597,1
N11821819,1
N11799028,1
N11782489,1
N11797235,1
N11772836,1
N11818669,1
N11784003,1
N11815947,1
N11784603,1
N11855453,1
N11783433,1
N11852888,1
N11798765,1
000028597,1
N11856209,1
3457045-10,1
N11802093,1
N11802501,1
N11840561,1
N11861474,1
N11818853,1
N11799479,1
N11845103,1
N11833033,1
N11823989,1
N11855659,1
N11800998,1
N11835037,1
N11775394,1
3511857-10,1
4127604-10,1
14265000018732,1
N11823811,1
N11815946,1
N11802100,1
N11831735,1
N11868921,1
N11830181,1
14265000033376,1
N11804880,1
N11777495,1
000027503,1
N11844456,1
N11820804,1
N11818675,1
N11802765,1
N11822751,1
N11816701,1
N11785314,1
N11811172,1
N11806405,1
N11827641,1
N11836379,1
N11802875,1
N11830335,1
N11803849,1
14265000029325,1
N11814451,1
611675-30,1
N11835914,1
N11821270,1
N11859898,1
N11816657,1
N11811445,1
14265000021413,1
N11806852,1
14265000029002,1
N11823708,1
2090690-20,1
N11813257,1
N11848819,1
N11829274,1
N11819111,1
N11825703,1
N11796902,1
1569871-20,1
14265000026487,1
N11812975,1
N11777654,1
N11809920,1
N11807392,1
N11859111,1
N11830476,1
N11823610,1
N11797350,1
N11809611,1
N11820101,1
N11825593,1
N11794367,1
N11809177,1
N11831033,1
N11845268,1
N11812066,1
N11810959,1
N11796386,1
14265000024755,1
N11828720,1
N11803205,1
N11823449,1
N11809694,1
N11814672,1
N11811793,1
N11856203,1
N11802459,1
N11815943,1
N11802655,1
N11812113,1
N11830000,1
666578-50,1
N11796413,1
000027862,1
N11824841,1
708432-10,1
N11814993,1
N11801932,1
N11780192,1
N11857841,1
N11815942,1
N11817117,1
N11807216,1
N11831261,1
N11805268,1
N11808580,1
N11801543,1
N11831750,1
N11800950,1
N11775432,1
N11820089,1
N11815945,1
N11852911,1
N11775603,1
000027418,1
N11819501,1
000027632,1
N11827410,1
N11820614,1
N11861948,1
000028363,1
N11822922,1
N11799453,1
N11777409,1
N11804001,1
N11802861,1
N11851554,1
N11777450,1
4170006-10,1
N11836783,1
N11868666,1
N11823386,1
N11775865,1
N11864934,1
N11806683,1
N11798362,1
000027692,1
N11815677,1
N11828329,1
N11801487,1
N11830172,1
3597339-10,1
N11855705,1
14265000024631,1
N11794817,1
N11827561,1
N11781119,1
N11859118,1
N11831802,1
N11792493,1
N11816156,1
N11836651,1
N11811256,1
6410302-10,1
N11800961,1
N11852486,1
N11852858,1
N11855461,1
N11830156,1
N11819447,1
N11805725,1
N11827632,1
N11828772,1
N11800053,1
N11821159,1
N11808934,1
N11795621,1
3108572-30,1
1562196-30,1
N11796091,1
N11833293,1
N11825634,1
N11816419,1
3569645-10,1
N11819452,1
N11793450,1
N11773120,1
N11825090,1
N11840777,1
N11826343,1
N11814218,1
6201794-10,1
N11777186,1
N11822818,1
5887055-10,1
N11796777,1
N11840397,1
14265000018674,1
000027521,1
N11832009,1
N11782591,1
N11795526,1
N11829685,1
000027955,1
N11831206,1
4978372-10,1
N11820648,1
N11861789,1
4488472-10,1
N11823561,1
000028547,1
N11812408,1
N11844861,1
N11799355,1
N11783421,1
7353667-10,1
N11803606,1
4309529-10,1
14265000033160,1
N11785274,1
N11799619,1
000028214,1
N11781412,1
N11830417,1
6016105-10,1
N11821201,1
N11772058,1
1579571-30,1
N11810254,1
N11778885,1
N11823324,1
N11821564,1
N11803827,1
N11803039,1
N11822105,1
14265000024052,1
624545-20,1
N11857543,1
N11803255,1
N11812220,1
N11806416,1
N11818614,1
N11858677,1
N11861939,1
N11816488,1
N11828292,1
N11774612,1
N11820206,1
756195-50,1
N11824729,1
N11774406,1
N11846682,1
N11787687,1
N11859542,1
14265000022460,1
N11858333,1
N11811097,1
N11773769,1
000032948,1
N11863511,1
N11821765,1
N11802991,1
N11829535,1
N11784181,1
N11837039,1
N11845061,1
N11805697,1
000032934,1
6166350-10,1
N11836402,1
N11802930,1
000028275,1
N11811019,1
N11830215,1
N11815572,1
2251614-20,1
N11791394,1
N11858552,1
N11830046,1
N11859871,1
N11868101,1
N11848929,1
4145196-10,1
N11822242,1
14265000025752,1
N11802432,1
000027517,1
N11801076,1
N11810667,1
N11828231,1
N11834463,1
000027690,1
N11863442,1
N11778770,1
N11809154,1
N11816692,1
N11796897,1
N11807262,1
6045768-10,1
N11825797,1
N11814729,1
N11802841,1
6339515-10,1
N11802799,1
N11775443,1
4275337-10,1
1959352-40,1
N11833093,1
N11799600,1
88457-20,1
N11814990,1
662372-20,1
000028450,1
448174-10,1
4170027-10,1
N11802310,1
N11801156,1
N11774079,1
N11801614,1
14265000033590,1
N11836331,1
N11833309,1
N11800588,1
N11818677,1
N11823256,1
N11868458,1
N11804483,1
000028601,1
N11803653,1
4275340-10,1
N11774353,1
N11797609,1
4049726-10,1
N11800090,1
N11831426,1
N11831991,1
14265000034127,1
000028053,1
000028376,1
000027352,1
14265000027675,1
000028075,1
N11826098,1
N11792872,1
7412534-10,1
N11811832,1
N11810056,1
N11814057,1
N11814368,1
N11784578,1
14265000027899,1
N11868833,1
N11816520,1
N11857601,1
N11813679,1
N11812323,1
000028187,1
N11861907,1
000027496,1
N11802744,1
N11794728,1
N11835635,1
N11816215,1
611207-20,1
N11796686,1
000028254,1
000028743,1
635495-20,1
N11836007,1
N11811325,1
N11870053,1
N11826276,1
N11824289,1
N11794907,1
N11797047,1
N11820207,1
N11860722,1
N11812115,1
N11778940,1
N11813874,1
N11823749,1
N11858815,1
N11810650,1
N11823410,1
5985569-10,1
N11858020,1
000028223,1
N11778619,1
N11803551,1
N11829585,1
N11804064,1
N11778903,1
N11849116,1
N11824230,1
N11858004,1
N11800242,1
N11804132,1
N11830525,1
N11830506,1
3597274-10,1
1931423-30,1
N11811273,1
N11819196,1
N11829788,1
N11863277,1
N11816105,1
N11808295,1
1775895-40,1
N11777287,1
N11825605,1
000032951,1
3379024-10,1
N11828944,1
N11796543,1
000028526,1
N11833474,1
N11836795,1
N11793478,1
N11814810,1
N11825611,1
N11787000,1
000027848,1
N11797331,1
N11778954,1
N11825027,1
N11796132,1
N11830224,1
N11806120,1
N11776340,1
N11810585,1
N11815398,1
N11802372,1
N11807862,1
N11858065,1
N11868860,1
420520-60,1
N11833544,1
N11826886,1
14265000032741,1
3597286-10,1
N11773046,1
000028213,1
N11859263,1
N11825713,1
N11822312,1
3614275-10,1
N11779272,1
N11831440,1
000028041,1
N11817516,1
N11809145,1
816185-60,1
N11823696,1
N11844729,1
N11800901,1
N11784635,1
N11825585,1
N11812180,1
N11821364,1
N11858405,1
N11827521,1
N11826323,1
N11826209,1
N11815383,1
N11817852,1
N11801492,1
N11840752,1
N11823607,1
N11826208,1
N11819601,1
N11860286,1
N11859891,1
N11816781,1
N11803151,1
N11802167,1
N11836114,1
N11794026,1
N11836832,1
N11848939,1
N11823497,1
N11812139,1
N11774391,1
N11835241,1
610187-20,1
N11808691,1
N11825466,1
N11814326,1
1744956-20,1
N11805663,1
N11811501,1
N11814634,1
N11800977,1
N11825911,1
N11868948,1
3468398-10,1
N11790733,1
14265000028004,1
N11818629,1
N11829279,1
N11796374,1
N11809798,1
N11837053,1
1160373-30,1
N11806652,1
N11773575,1
N11813367,1
N11822050,1
N11814937,1
N11813697,1
N11806184,1
N11804863,1
N11861156,1
N11795216,1
N11848872,1
N11810065,1
N11830430,1
1385776-20,1
000032987,1
N11784619,1
N11807775,1
N11792529,1
